bus_id,Pd,lat,lon,County,BA,zone_name
58759,12.0,36.0646439647586,-93.66506963995931,Madison__AR,CSWS,Arkansas
58760,11.36,36.140575769868796,-93.71339834805798,Madison__AR,CSWS,Arkansas
58762,11.36,36.13348055307321,-93.6293526221644,Madison__AR,CSWS,Arkansas
58938,16.41,35.4325423496179,-94.1641569617548,Crawford__AR,CSWS,Arkansas
58940,16.41,35.43113235552829,-94.1835962590864,Crawford__AR,CSWS,Arkansas
58942,17.09,35.514974558027205,-94.15112319991938,Crawford__AR,CSWS,Arkansas
58944,5.36,35.6648265412364,-94.3765202704985,Crawford__AR,CSWS,Arkansas
58945,5.36,35.5452776892625,-94.3813516117196,Crawford__AR,CSWS,Arkansas
58946,9.94,35.6549863749729,-94.16615335328669,Crawford__AR,CSWS,Arkansas
58947,10.55,35.59310339544861,-94.07803196015342,Crawford__AR,CSWS,Arkansas
58949,5.96,35.5170192455216,-94.06823954799827,Crawford__AR,CSWS,Arkansas
58950,6.0,35.627694281600704,-94.2659475939171,Crawford__AR,CSWS,Arkansas
58952,53.75,35.406346040536214,-94.32978971722778,Crawford__AR,CSWS,Arkansas
58953,30.41,35.472383941581505,-94.36779438304049,Crawford__AR,CSWS,Arkansas
58955,69.49,35.3541666702791,-94.39177069133319,Sebastian__AR,CSWS,Arkansas
58957,37.42,35.48107172193429,-94.31487338291369,Crawford__AR,CSWS,Arkansas
58959,3.32,35.7722056120455,-94.057112725508,Washington__AR,CSWS,Arkansas
58960,10.98,35.70353924972479,-94.0990193734963,Crawford__AR,CSWS,Arkansas
59066,5.97,35.459418886395,-93.746705027469,Franklin__AR,CSWS,Arkansas
59068,6.33,35.344025577618,-94.0333467127779,Franklin__AR,CSWS,Arkansas
59069,12.28,35.388785997085705,-93.97437218206188,Franklin__AR,CSWS,Arkansas
59070,24.22,35.553178127569,-93.78057711583999,Franklin__AR,CSWS,Arkansas
59072,12.11,35.51334907420299,-93.75087783236015,Franklin__AR,CSWS,Arkansas
59073,8.61,35.3327318374379,-93.677138063742,Logan__AR,CSWS,Arkansas
59074,15.03,35.2174915067661,-93.65781055845487,Logan__AR,CSWS,Arkansas
59076,6.22,35.320247600410205,-93.91152604379957,Franklin__AR,CSWS,Arkansas
59150,12.02,34.0239668534972,-93.83672920572599,Howard__AR,CSWS,Arkansas
59152,12.02,33.97911450737439,-93.83153481612392,Howard__AR,CSWS,Arkansas
59154,12.02,34.0157712838448,-93.92005736576029,Howard__AR,CSWS,Arkansas
59170,2.71,34.04949131062669,-94.10062123822462,Sevier__AR,CSWS,Arkansas
59171,2.71,34.1056716485248,-93.8883616512323,Howard__AR,CSWS,Arkansas
59173,4.51,34.150609061707286,-94.0241083060541,Howard__AR,CSWS,Arkansas
59174,4.37,33.8202904762282,-93.97491634749599,Howard__AR,CSWS,Arkansas
59176,5.33,33.92039515636019,-93.85171459763778,Howard__AR,CSWS,Arkansas
59179,8.95,34.2896275968862,-94.3128228335844,Polk__AR,CSWS,Arkansas
59228,18.85,35.604649319787285,-93.59278134485938,Johnson__AR,CSWS,Arkansas
59229,35.45,35.5252122517049,-93.53626885414387,Johnson__AR,CSWS,Arkansas
59230,8.65,35.44232084904989,-93.6611745269635,Johnson__AR,CSWS,Arkansas
59237,5.52,35.571649453776004,-93.26706223989142,Johnson__AR,CSWS,Arkansas
59239,9.31,35.5178409318411,-93.3603323034486,Johnson__AR,CSWS,Arkansas
59240,6.29,35.451961673403396,-93.33179371866808,Johnson__AR,CSWS,Arkansas
59242,2.51,35.68674606481089,-93.4044889794343,Johnson__AR,CSWS,Arkansas
59287,10.85,33.685480329977196,-94.22480126754948,Little River__AR,CSWS,Arkansas
59288,10.62,33.6599042536511,-94.17248655616008,Little River__AR,CSWS,Arkansas
59289,11.72,33.6699754747607,-94.0941413300273,Little River__AR,CSWS,Arkansas
59291,6.92,33.67997833647501,-94.35095078175527,Little River__AR,CSWS,Arkansas
59292,0.86,33.737787150663685,-94.4289202217844,Little River__AR,CSWS,Arkansas
59296,3.4,33.737787150663685,-94.4289202217844,Little River__AR,CSWS,Arkansas
59298,9.99,33.89241218996731,-94.16347128746048,Sevier__AR,CSWS,Arkansas
59300,10.35,35.071006390855395,-93.90419989723921,Logan__AR,CSWS,Arkansas
59302,10.35,35.037367607902205,-93.9677778392149,Logan__AR,CSWS,Arkansas
59303,10.35,35.037367607902205,-93.9677778392149,Logan__AR,CSWS,Arkansas
59307,9.45,35.1470094448025,-93.7991768435318,Logan__AR,CSWS,Arkansas
59308,6.58,35.341869359438,-93.5748460334679,Logan__AR,CSWS,Arkansas
59310,6.32,35.427456528517205,-93.54683085326613,Johnson__AR,CSWS,Arkansas
59326,9.0,35.982875610790906,-93.89070784600555,Madison__AR,CSWS,Arkansas
59327,15.53,35.8953436207093,-93.9123454395513,Madison__AR,CSWS,Arkansas
59328,25.22,36.1488928972953,-94.02791499570507,Washington__AR,CSWS,Arkansas
59329,25.22,36.0974346130203,-94.054072238008,Washington__AR,CSWS,Arkansas
59332,25.22,36.204199743604896,-94.06187726897032,Washington__AR,CSWS,Arkansas
59333,25.22,36.068028733129694,-94.0525561953755,Washington__AR,CSWS,Arkansas
59334,4.78,35.8891378957857,-93.67121948204559,Madison__AR,CSWS,Arkansas
59342,3.34,36.5915096693918,-92.65769611385538,Ozark__MO,AECI,Arkansas
59343,4.04,33.231857330922395,-94.02580171230629,Miller__AR,CSWS,Arkansas
59345,5.32,33.1252991160603,-93.88730755450287,Miller__AR,CSWS,Arkansas
59347,9.39,33.275105587462896,-93.78935227046793,Miller__AR,CSWS,Arkansas
59348,7.78,33.190564303985,-93.84162321050327,Miller__AR,CSWS,Arkansas
59349,6.22,33.27288132082881,-93.8440472004518,Miller__AR,CSWS,Arkansas
59350,32.96,33.489504859149896,-93.8973160827244,Miller__AR,CSWS,Arkansas
59352,32.52,33.408807303291695,-93.79159622357649,Miller__AR,CSWS,Arkansas
59360,32.52,33.4165173597359,-93.8590902322986,Miller__AR,CSWS,Arkansas
59401,4.08,35.86307345627689,-93.36510577238941,Newton__AR,CSWS,Arkansas
59403,12.92,36.00995423587969,-93.29592652899711,Newton__AR,CSWS,Arkansas
59404,2.87,35.8496436236842,-93.05236115260428,Newton__AR,CSWS,Arkansas
59450,6.52,34.34257601483169,-94.4134105771607,Polk__AR,CSWS,Arkansas
59451,5.83,34.467632262217606,-94.42550473660809,Polk__AR,CSWS,Arkansas
59453,18.36,34.60717844297841,-94.1079476812962,Polk__AR,CSWS,Arkansas
59456,18.36,34.623208648762805,-94.15544941679056,Polk__AR,CSWS,Arkansas
59458,19.42,34.6287900098278,-94.24176611524082,Polk__AR,CSWS,Arkansas
59583,5.13,35.0387186572586,-94.28823792869127,Sebastian__AR,CSWS,Arkansas
59590,8.6,34.9655310226721,-94.26586271121508,Sebastian__AR,CSWS,Arkansas
59605,19.27,35.404423927372186,-94.3987999498968,Sebastian__AR,CSWS,Arkansas
59606,19.27,35.3913864403312,-94.40537505916258,Sebastian__AR,CSWS,Arkansas
59608,19.27,35.32519985296189,-94.42955168103909,Sebastian__AR,CSWS,Arkansas
59609,19.27,35.343609367738814,-94.36096946232719,Sebastian__AR,CSWS,Arkansas
59610,28.97,35.31481622199921,-94.3089422707552,Sebastian__AR,CSWS,Arkansas
59615,34.61,35.3073142862476,-94.3450212600967,Sebastian__AR,CSWS,Arkansas
59616,23.34,35.295708118905495,-94.37424908837428,Sebastian__AR,CSWS,Arkansas
59618,19.54,35.28163724518559,-94.4265821205157,Sebastian__AR,CSWS,Arkansas
59619,19.54,35.43557412520181,-94.3900178908507,Sebastian__AR,CSWS,Arkansas
59620,15.92,35.29259521774371,-94.44626124377359,Le Flore__OK,CSWS,Arkansas
59621,15.92,35.2400870146088,-94.45568074959093,Le Flore__OK,CSWS,Arkansas
59622,15.92,35.3525545797035,-94.452228261868,Le Flore__OK,CSWS,Arkansas
59623,16.97,35.204826897469104,-94.3804712166115,Sebastian__AR,CSWS,Arkansas
59625,8.49,35.24400822085891,-94.37365417450322,Sebastian__AR,CSWS,Arkansas
59626,2.99,35.207102142070084,-94.19307144996651,Sebastian__AR,CSWS,Arkansas
59627,17.29,35.207102142070084,-94.19307144996651,Sebastian__AR,CSWS,Arkansas
59629,37.57,35.195483503193,-94.20045038645807,Sebastian__AR,CSWS,Arkansas
59630,6.99,35.031120876023806,-94.415835865863,Sebastian__AR,CSWS,Arkansas
59631,4.59,35.1666816971577,-94.46746446457323,Le Flore__OK,CSWS,Arkansas
59632,4.96,35.14466257669801,-94.3936762031966,Sebastian__AR,CSWS,Arkansas
59634,12.5,35.343855298294685,-94.1807208174688,Sebastian__AR,CSWS,Arkansas
59636,7.32,35.394045526999804,-94.1042783952853,Sebastian__AR,CSWS,Arkansas
59637,13.39,34.016123976484394,-94.37482323937708,Sevier__AR,CSWS,Arkansas
59640,13.39,34.007768028294485,-94.2474781703672,Sevier__AR,CSWS,Arkansas
59643,15.56,34.0385601443167,-94.39170613480579,Sevier__AR,CSWS,Arkansas
59644,9.97,33.9119657890155,-94.30207186527807,Sevier__AR,CSWS,Arkansas
59658,9.03,36.09427059820871,-94.20516228681757,Washington__AR,CSWS,Arkansas
59660,9.03,36.0471678365454,-94.2686188003261,Washington__AR,CSWS,Arkansas
59661,9.03,36.0038284559941,-94.29965269504221,Washington__AR,CSWS,Arkansas
59663,42.79,35.833262046827805,-94.1349481039095,Washington__AR,CSWS,Arkansas
59665,35.51,35.99360537054499,-94.07274513437136,Washington__AR,CSWS,Arkansas
59666,35.51,35.9995988667186,-94.12612081214384,Washington__AR,CSWS,Arkansas
59668,35.51,36.046658613655694,-94.06778737458271,Washington__AR,CSWS,Arkansas
59669,19.04,36.0720280426142,-94.2832361639646,Washington__AR,CSWS,Arkansas
59671,19.04,36.121315041345895,-94.210983781293,Washington__AR,CSWS,Arkansas
59673,19.04,36.10872427232768,-94.30028018249708,Washington__AR,CSWS,Arkansas
59674,19.04,36.13711952163911,-94.21363704668863,Washington__AR,CSWS,Arkansas
59676,6.36,36.00936008860151,-94.44831766011903,Washington__AR,CSWS,Arkansas
59677,12.82,35.94586877753449,-94.4526054137303,Washington__AR,CSWS,Arkansas
59679,22.3,35.893304946404804,-94.36715576065313,Washington__AR,CSWS,Arkansas
59681,9.44,35.954055957547205,-94.33135221366508,Washington__AR,CSWS,Arkansas
59682,7.28,35.882539391237394,-94.10539265355112,Washington__AR,CSWS,Arkansas
59685,7.28,35.93562560884199,-94.0560708292934,Washington__AR,CSWS,Arkansas
59700,5.9,35.2126153251182,-93.48858974401251,Logan__AR,CSWS,Arkansas
60116,20.08,32.56861895292191,-93.76271743091358,Caddo__LA,CSWS,Louisiana
60117,53.63,32.4808105974314,-93.76147965974987,Caddo__LA,CSWS,Louisiana
60121,55.95,32.507666622052305,-93.76583918445408,Caddo__LA,CSWS,Louisiana
60122,34.39,32.632725711059805,-93.83730230213672,Caddo__LA,CSWS,Louisiana
60123,34.39,32.5951389833849,-93.8167061720179,Caddo__LA,CSWS,Louisiana
60125,34.39,32.59925853279649,-93.86703515081638,Caddo__LA,CSWS,Louisiana
60126,34.39,32.55775519376672,-93.83757997148749,Caddo__LA,CSWS,Louisiana
60131,33.69,32.242541003021415,-93.85559774646471,De Soto__LA,CSWS,Louisiana
60132,23.6,32.228888278654196,-93.94667311401287,Caddo__LA,CSWS,Louisiana
60133,16.56,32.2504732514852,-93.901752074216,Caddo__LA,CSWS,Louisiana
60134,18.09,32.7657195593978,-93.93735785597241,Caddo__LA,CSWS,Louisiana
60135,38.69,32.342528737298515,-93.61612543676056,Caddo__LA,CSWS,Louisiana
60136,46.02,32.38942032005059,-93.68983410449188,Caddo__LA,CSWS,Louisiana
60139,73.0,32.3209167330938,-93.68711452324699,Caddo__LA,CSWS,Louisiana
60140,61.57,32.43071159927789,-93.7602781697755,Caddo__LA,CSWS,Louisiana
60141,22.54,32.410051840068,-93.8631384896929,Caddo__LA,CSWS,Louisiana
60142,22.54,32.3953659197992,-93.82804826983542,Caddo__LA,CSWS,Louisiana
60143,42.62,32.52349941674749,-93.8056991323346,Caddo__LA,CSWS,Louisiana
60145,21.83,32.233893106726,-93.67417162924782,De Soto__LA,CSWS,Louisiana
60146,21.83,32.233547690819705,-93.63750819873648,De Soto__LA,CSWS,Louisiana
60147,22.95,32.27550156036989,-93.5580208280056,Caddo__LA,CSWS,Louisiana
60148,25.19,32.381662628169806,-93.79137192570421,Caddo__LA,CSWS,Louisiana
60149,27.28,32.3322321266278,-93.73215380231527,Caddo__LA,CSWS,Louisiana
60150,35.79,32.446285077828286,-93.86534044139499,Caddo__LA,CSWS,Louisiana
60151,45.94,32.4437323727394,-93.8014747977435,Caddo__LA,CSWS,Louisiana
60152,15.69,32.5299693117266,-93.9974114521614,Caddo__LA,CSWS,Louisiana
60153,31.37,32.5144203485954,-93.89866327267059,Caddo__LA,CSWS,Louisiana
60156,27.69,32.4376918588376,-93.94852401452007,Caddo__LA,CSWS,Louisiana
60157,18.17,32.3928118749628,-93.89485144050226,Caddo__LA,CSWS,Louisiana
60158,26.02,32.345238307538985,-93.90353976267912,Caddo__LA,CSWS,Louisiana
60159,12.36,32.8597111020432,-93.9730061429698,Caddo__LA,CSWS,Louisiana
60161,19.05,32.878310240876196,-93.89506902014921,Caddo__LA,CSWS,Louisiana
60237,18.74,31.883597076145293,-93.61812311653908,De Soto__LA,CSWS,Louisiana
60238,14.08,32.060869247884405,-93.96739774802559,De Soto__LA,CSWS,Louisiana
60239,16.85,32.036151327782605,-93.66180991898176,De Soto__LA,CSWS,Louisiana
60242,28.85,32.042624979618104,-93.6027678688294,De Soto__LA,CSWS,Louisiana
60243,15.48,32.207672743101504,-93.78023139456309,De Soto__LA,CSWS,Louisiana
61249,6.45,33.6185226712498,-94.76943000530159,Red River__TX,CSWS,East Texas
61251,6.63,33.566885964099804,-94.59949509816448,Bowie__TX,CSWS,East Texas
61253,13.25,33.4123771130051,-94.6342701466814,Bowie__TX,CSWS,East Texas
61254,6.42,33.58333426596509,-94.21301282066635,Bowie__TX,CSWS,East Texas
61255,6.42,33.58250647774109,-94.3956097610285,Little River__AR,CSWS,East Texas
61258,10.27,33.398413155825,-94.30427252160887,Bowie__TX,CSWS,East Texas
61259,7.25,33.277656677804195,-94.34657313972107,Bowie__TX,CSWS,East Texas
61260,20.13,33.49371002709151,-94.3350643234187,Bowie__TX,CSWS,East Texas
61261,34.08,33.38668111992191,-94.46560549111777,Bowie__TX,CSWS,East Texas
61262,21.76,33.5484991006615,-94.08889530398187,Bowie__TX,CSWS,East Texas
61264,21.76,33.59103262288441,-94.1011322946937,Little River__AR,CSWS,East Texas
61265,21.76,33.514921013426104,-94.0866917937032,Bowie__TX,CSWS,East Texas
61267,25.18,33.49302663322629,-94.16184222748808,Bowie__TX,CSWS,East Texas
61268,32.61,33.304378599283396,-94.211649720737,Bowie__TX,CSWS,East Texas
61271,32.4,33.23870829607709,-94.07952284270512,Cass__TX,CSWS,East Texas
61274,71.85,33.3989590224085,-94.1115902070166,Bowie__TX,CSWS,East Texas
61275,15.45,32.902914959851906,-94.9736830808748,Camp__TX,CSWS,East Texas
61277,22.63,33.000369611395996,-94.9130866546635,Camp__TX,CSWS,East Texas
61279,19.78,32.9771884837612,-94.98668084800428,Camp__TX,CSWS,East Texas
61281,26.2,33.115073423958094,-94.22414102690712,Cass__TX,CSWS,East Texas
61282,25.56,33.142752399805104,-94.10913169271551,Cass__TX,CSWS,East Texas
61284,6.16,32.8843346595327,-94.5147985974556,Cass__TX,CSWS,East Texas
61285,5.75,32.94831774535831,-94.17290489193168,Cass__TX,CSWS,East Texas
61287,16.74,33.0092870965088,-94.74086461955852,Morris__TX,CSWS,East Texas
61288,14.51,33.0090766941818,-94.50552319760868,Cass__TX,CSWS,East Texas
61289,11.73,32.787038285974496,-94.21741959954498,Marion__TX,CSWS,East Texas
61290,19.63,32.787845208043606,-94.33981669818552,Marion__TX,CSWS,East Texas
61291,18.81,33.06809206013591,-94.40139048683727,Cass__TX,CSWS,East Texas
61292,20.3,33.1515603255935,-94.58630714592249,Cass__TX,CSWS,East Texas
61294,23.27,32.7301020954832,-94.8803743471112,Upshur__TX,CSWS,East Texas
61295,11.64,32.6829332092586,-94.9311379544334,Upshur__TX,CSWS,East Texas
61296,23.88,32.534971893573896,-94.98779771929243,Smith__TX,CSWS,East Texas
61298,21.9,32.379117619945504,-94.8468549474617,Gregg__TX,CSWS,East Texas
61299,43.8,32.411902594131305,-94.89397621563593,Gregg__TX,CSWS,East Texas
61300,37.6,32.3976232969958,-94.99826651365572,Smith__TX,CSWS,East Texas
61302,20.78,32.5465408391064,-94.6086266558083,Harrison__TX,CSWS,East Texas
61303,20.78,32.475071070584804,-94.6713062929026,Harrison__TX,CSWS,East Texas
61304,21.05,32.4312935051027,-94.63217423094869,Harrison__TX,CSWS,East Texas
61305,27.13,32.4432446973906,-94.70445961361,Gregg__TX,CSWS,East Texas
61307,20.64,32.4742599618633,-94.7494977077374,Gregg__TX,CSWS,East Texas
61312,24.83,32.60879173238269,-94.7494201938662,Gregg__TX,CSWS,East Texas
61314,30.37,32.629934234065196,-94.69807784678879,Harrison__TX,CSWS,East Texas
61315,24.83,32.575321006619504,-94.7533131686009,Gregg__TX,CSWS,East Texas
61316,35.9,32.6488169725098,-94.75833143735022,Gregg__TX,CSWS,East Texas
61317,26.72,32.6320196336349,-94.7825859623324,Gregg__TX,CSWS,East Texas
61319,55.01,32.526843007983686,-94.7405898439509,Gregg__TX,CSWS,East Texas
61320,47.5,32.486848092931595,-94.80763701138493,Gregg__TX,CSWS,East Texas
61322,58.77,32.4764362432032,-94.88778321742724,Gregg__TX,CSWS,East Texas
61341,10.25,32.408342929699515,-94.4217025284387,Harrison__TX,CSWS,East Texas
61342,30.8,32.42806324479489,-94.563773632828,Harrison__TX,CSWS,East Texas
61343,15.26,32.412076115327785,-94.32883541811182,Harrison__TX,CSWS,East Texas
61344,21.33,32.485143089120896,-94.28811043278088,Harrison__TX,CSWS,East Texas
61347,30.52,32.4486526951837,-94.31107893810301,Harrison__TX,CSWS,East Texas
61348,38.68,32.6304063466558,-94.4542049944618,Harrison__TX,CSWS,East Texas
61349,22.11,32.609308571972086,-94.27948506682378,Harrison__TX,CSWS,East Texas
61350,15.43,32.5737382546955,-94.36248113612959,Harrison__TX,CSWS,East Texas
61351,15.47,32.5417820605331,-94.09516431900879,Harrison__TX,CSWS,East Texas
61418,18.72,32.850496196784995,-94.65288218822668,Marion__TX,CSWS,East Texas
61423,6.77,33.158485588151606,-94.76997116461392,Morris__TX,CSWS,East Texas
61447,22.42,32.1456581527412,-94.34730404023027,Panola__TX,CSWS,East Texas
61448,0.27,32.1616781644655,-94.22516507773993,Panola__TX,CSWS,East Texas
61449,16.63,32.1616781644655,-94.22516507773993,Panola__TX,CSWS,East Texas
61450,24.07,32.04681990691729,-94.21219028698923,Panola__TX,CSWS,East Texas
61451,12.9,32.3341320969346,-94.15117728592087,Panola__TX,CSWS,East Texas
61452,11.71,31.826714130633,-94.06784756310478,Shelby__TX,CSWS,East Texas
61453,11.92,32.31653760402689,-94.4549653319277,Panola__TX,CSWS,East Texas
61454,15.9,31.987490260119802,-94.35268298483642,Panola__TX,CSWS,East Texas
61468,16.29,31.637400304278692,-94.1359050498129,Shelby__TX,CSWS,East Texas
61473,40.69,31.768694198031106,-94.17208031576901,Shelby__TX,CSWS,East Texas
61484,10.38,31.63318523819601,-93.9135178828799,Shelby__TX,CSWS,East Texas
61496,22.66,32.6060173935024,-95.10648103738522,Upshur__TX,CSWS,East Texas
61497,13.62,32.8334712274223,-95.04288042009752,Upshur__TX,CSWS,East Texas
61502,34.04,32.7599185805636,-95.02551692356371,Upshur__TX,CSWS,East Texas
61504,18.1,32.60923892237629,-95.2237386329695,Wood__TX,CSWS,East Texas
61649,13.43,34.378371735574795,-102.915975457806,Parmer__TX,SPS,Texas Panhandle
61650,8.94,33.6332933845943,-102.91269393676198,Cochran__TX,SPS,Texas Panhandle
61651,8.88,34.2357160411906,-102.778865458296,Bailey__TX,SPS,Texas Panhandle
61653,8.88,34.1573024826613,-102.776927250698,Bailey__TX,SPS,Texas Panhandle
61654,9.04,34.214116698175104,-102.677350465604,Bailey__TX,SPS,Texas Panhandle
61655,4.9,33.8865281359258,-103.04459296731301,Bailey__TX,SPS,Texas Panhandle
61657,25.56,36.13955276341449,-102.608645445103,Dallam__TX,SPS,Texas Panhandle
61659,12.78,36.042974580845,-102.68302460498802,Hartley__TX,SPS,Texas Panhandle
61660,2.68,36.19959917164889,-102.86360623631998,Dallam__TX,SPS,Texas Panhandle
61663,2.05,34.90018710937749,-100.67256186039404,Donley__TX,SPS,Texas Panhandle
61664,4.31,35.2471816585739,-100.70126984008499,Gray__TX,SPS,Texas Panhandle
61665,7.81,32.8994763844258,-102.804878318235,Gaines__TX,SPS,Texas Panhandle
61666,15.61,32.9214595045948,-102.87623140455601,Gaines__TX,SPS,Texas Panhandle
61667,3.45,32.8525878454673,-102.664937203818,Gaines__TX,SPS,Texas Panhandle
61668,5.27,32.937266511652986,-102.518557813472,Gaines__TX,SPS,Texas Panhandle
61669,3.45,32.9990708142792,-102.63085531780399,Yoakum__TX,SPS,Texas Panhandle
61671,16.15,32.7016952278888,-102.73581856280799,Gaines__TX,SPS,Texas Panhandle
61676,16.15,32.7062520998337,-102.664634426131,Gaines__TX,SPS,Texas Panhandle
61678,16.15,32.638029341647005,-102.84074370681502,Gaines__TX,SPS,Texas Panhandle
61679,12.79,33.8713002162962,-101.92709094487499,Hale__TX,SPS,Texas Panhandle
61681,11.61,34.03488838587909,-101.93761278985399,Hale__TX,SPS,Texas Panhandle
61682,11.14,34.221931809622305,-102.14050331579399,Lamb__TX,SPS,Texas Panhandle
61683,25.75,34.1547469764528,-101.746266485723,Hale__TX,SPS,Texas Panhandle
61685,25.93,34.1834845658927,-101.80568725063401,Hale__TX,SPS,Texas Panhandle
61686,25.93,34.266417641400515,-101.76192927753502,Hale__TX,SPS,Texas Panhandle
61689,25.75,34.17670853748149,-101.71441283192604,Hale__TX,SPS,Texas Panhandle
61690,6.57,36.29857499648921,-101.574217057508,Hansford__TX,SPS,Texas Panhandle
61691,13.97,36.22821035455321,-101.23621085891504,Hansford__TX,SPS,Texas Panhandle
61692,3.39,35.847036540415296,-102.45113192277,Hartley__TX,SPS,Texas Panhandle
61694,5.33,35.8677110104977,-100.24291161274,Hemphill__TX,SPS,Texas Panhandle
61696,4.49,35.877287595638315,-100.373488392917,Hemphill__TX,SPS,Texas Panhandle
61697,4.49,35.9437161812677,-100.293575473333,Hemphill__TX,SPS,Texas Panhandle
61698,15.15,33.58334677941509,-102.367933039754,Hockley__TX,SPS,Texas Panhandle
61701,15.15,33.563236152634204,-102.347020662635,Hockley__TX,SPS,Texas Panhandle
61702,15.15,33.5664276382389,-102.41859311428699,Hockley__TX,SPS,Texas Panhandle
61703,15.42,33.638267720416,-102.44952578491699,Hockley__TX,SPS,Texas Panhandle
61704,12.31,33.998077920919606,-102.390533233508,Lamb__TX,SPS,Texas Panhandle
61705,19.65,33.8317887605437,-102.319703748679,Lamb__TX,SPS,Texas Panhandle
61706,17.02,33.584033429872605,-102.07158128305299,Lubbock__TX,SPS,Texas Panhandle
61707,18.55,33.612783677497795,-102.11137966970101,Hockley__TX,SPS,Texas Panhandle
61708,0.77,33.576514225037194,-102.107037794574,Hockley__TX,SPS,Texas Panhandle
61709,17.02,33.576514225037194,-102.107037794574,Hockley__TX,SPS,Texas Panhandle
61710,17.02,33.53501645151309,-102.03340584886,Lubbock__TX,SPS,Texas Panhandle
61711,5.08,33.3669854360271,-102.19132913839199,Terry__TX,SPS,Texas Panhandle
61712,16.52,33.764443374801104,-102.056023405974,Lubbock__TX,SPS,Texas Panhandle
61714,7.61,33.4823456738673,-102.522575469962,Hockley__TX,SPS,Texas Panhandle
61715,17.3,35.6682984752956,-101.420312722478,Hutchinson__TX,SPS,Texas Panhandle
61717,17.3,35.69375533883269,-101.41295938865801,Hutchinson__TX,SPS,Texas Panhandle
61719,18.67,35.6906851463509,-101.43974465934,Hutchinson__TX,SPS,Texas Panhandle
61720,10.02,35.8903350921176,-101.48225690967399,Hutchinson__TX,SPS,Texas Panhandle
61721,7.64,36.38944076489089,-100.44742526896002,Lipscomb__TX,SPS,Texas Panhandle
61723,4.24,36.316794036069105,-100.191489167093,Lipscomb__TX,SPS,Texas Panhandle
61724,12.25,33.6873925262991,-101.623767319249,Lubbock__TX,SPS,Texas Panhandle
61726,15.06,33.602539402501804,-101.83977800776705,Lubbock__TX,SPS,Texas Panhandle
61728,15.06,33.648533886112794,-101.795600721421,Lubbock__TX,SPS,Texas Panhandle
61729,25.06,33.57814719986591,-101.77030569042299,Lubbock__TX,SPS,Texas Panhandle
61730,14.74,33.5535521325813,-101.705106494466,Lubbock__TX,SPS,Texas Panhandle
61732,13.43,33.506762577981405,-101.85477092622699,Lubbock__TX,SPS,Texas Panhandle
61733,28.81,33.4203880935383,-101.817694308216,Lubbock__TX,SPS,Texas Panhandle
61734,28.81,33.350218430192,-101.876291571672,Lynn__TX,SPS,Texas Panhandle
61735,33.32,33.32868936185081,-101.861494801712,Lynn__TX,SPS,Texas Panhandle
61738,28.81,33.442581093997404,-101.92695792389999,Lubbock__TX,SPS,Texas Panhandle
61739,31.14,33.5824170573718,-101.86605464476,Lubbock__TX,SPS,Texas Panhandle
61741,13.97,33.49267425870752,-101.889821725776,Lubbock__TX,SPS,Texas Panhandle
61742,13.97,33.4648155549833,-101.796544006836,Lubbock__TX,SPS,Texas Panhandle
61743,43.65,33.5456254254748,-101.987734831609,Lubbock__TX,SPS,Texas Panhandle
61746,21.52,33.473803119454516,-101.73016033474501,Lubbock__TX,SPS,Texas Panhandle
61747,7.17,33.556686722552904,-101.873678682677,Lubbock__TX,SPS,Texas Panhandle
61748,18.91,33.556686722552904,-101.873678682677,Lubbock__TX,SPS,Texas Panhandle
61749,18.91,33.556564830574196,-101.904222750879,Lubbock__TX,SPS,Texas Panhandle
61751,41.29,33.5474868737237,-101.819394881943,Lubbock__TX,SPS,Texas Panhandle
61757,30.84,33.66057401429001,-101.88009577520893,Lubbock__TX,SPS,Texas Panhandle
61758,32.04,33.737288165878994,-101.90764559834402,Lubbock__TX,SPS,Texas Panhandle
61761,15.79,33.6897517194877,-101.88858183977699,Lubbock__TX,SPS,Texas Panhandle
61762,26.5,33.6336156690629,-101.919830588759,Lubbock__TX,SPS,Texas Panhandle
61763,48.8,33.46854869863261,-101.863301118542,Lubbock__TX,SPS,Texas Panhandle
61765,34.83,33.414025537096805,-101.91445449234101,Lubbock__TX,SPS,Texas Panhandle
61767,65.39,33.517160678679005,-101.91564299006201,Lubbock__TX,SPS,Texas Panhandle
61768,34.83,33.511454787738806,-101.943132013638,Lubbock__TX,SPS,Texas Panhandle
61769,28.82,33.6604800934759,-101.953956849936,Lubbock__TX,SPS,Texas Panhandle
61770,35.21,33.649043051485485,-101.991803704138,Lubbock__TX,SPS,Texas Panhandle
61771,28.82,33.584904293535004,-101.959620245172,Lubbock__TX,SPS,Texas Panhandle
61772,28.82,33.64395922300181,-101.94677428552204,Lubbock__TX,SPS,Texas Panhandle
61773,22.46,33.395235672993806,-102.022996379939,Lubbock__TX,SPS,Texas Panhandle
61774,3.94,33.111329671968896,-101.91201549877798,Lynn__TX,SPS,Texas Panhandle
61775,7.87,33.20761141547389,-101.833537688666,Lynn__TX,SPS,Texas Panhandle
61776,12.22,36.0897615067425,-102.00567793719802,Sherman__TX,SPS,Texas Panhandle
61777,15.74,35.8675198300973,-102.043636460081,Moore__TX,SPS,Texas Panhandle
61778,14.44,35.9868911770615,-101.99557202832806,Moore__TX,SPS,Texas Panhandle
