Area Name,UA,State,UA Number,Census Division,Census Division 2,Census Division 3,Total Number of Census Divisions,Weight Factor - 1st,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck  - 300 mi,Transit Bus,MDV Truck,HDV Truck
"'Binghamton, NY--PA'",Binghamton,NY--PA,321,2,0,0,1,1,57699291.09,27060213.06,30114993.31,70843137.54,28572417.01,138321.7192,871187.8643,11703.12896,15097.35103
"'Akron, OH'",Akron,OH,322,3,0,0,1,1,197096191.1,92440559.35,102870400.9,241994519.8,97601102.55,472495.9844,799378.8567,13929.56514,28112.20167
"'Canton, OH'",Canton,OH,323,3,0,0,1,1,79061734.78,37080934.67,41264685.56,97071924.29,39150997.5,189533.6079,320657.0295,5587.604603,11276.72443
"'Cleveland, OH'",Cleveland,OH,324,3,0,0,1,1,543502118,254909237.6,283670021.4,667311394.1,269139680.8,1302930.142,2204325.204,38411.43816,77520.73271
"'Columbus, OH'",Columbus,OH,325,3,0,0,1,1,432502180,202848889.3,225735831.8,531025773.7,214173036,1036831.52,1754133.838,30566.63478,61688.60209
"'Dayton, OH'",Dayton,OH,326,3,0,0,1,1,262153919.3,122953441.2,136825976.3,321872337.9,129817382.2,628457.9802,1063238.712,18527.45137,37391.50821
"'Lima, OH'",Lima,OH,327,3,0,0,1,1,23097301.77,10832921.14,12055173.05,28358845.59,11437674.7,55370.84341,93677.58238,1632.377408,3294.411737
"'Lorain--Elyria, OH'",Lorain--Elyria,OH,328,3,0,0,1,1,85139457.71,39931462.14,44436831.05,104534146.8,42160657.17,204103.6494,345306.9386,6017.141252,12143.60152
"'Mansfield, OH'",Mansfield,OH,329,3,0,0,1,1,25551859.12,11984139,13336280,31372548.82,12653159.9,61255.11996,103632.7278,1805.850656,3644.509884
"'Middletown, OH'",Middletown,OH,330,3,0,0,1,1,28311991.39,13278675.28,14776875.64,34761436.65,14019964.36,67871.94704,114827.218,2000.920089,4038.192759
"'Newark, OH'",Newark,OH,331,3,0,0,1,1,22387498.84,10500014.76,11684705.66,27487350.22,11086183.65,53669.24264,90798.77764,1582.212836,3193.171206
"'Springfield, OH'",Springfield,OH,332,3,0,0,1,1,28047309.42,13154536.15,14638730.19,34436460.37,13888895.1,67237.42859,113753.7261,1982.213971,4000.440669
"'Cincinnati, OH--KY--IN'",Cincinnati,OH--KY--IN,333,3,6,0,2,0.5,595959758.1,279512521.7,311049233.8,731718835.7,295116456.3,1428686.12,2417081.87,42118.82647,85002.86491
"'Toledo, OH--MI'",Toledo,OH--MI,334,3,0,0,1,1,167391082.1,78508494.63,87366415.47,205522614.6,82891272.94,401284.3357,678901.4597,11830.18793,23875.30592
"'Youngstown, OH--PA'",Youngstown,OH--PA,335,3,2,0,2,0.5,130311274.4,61117604.69,68013354.08,159996061.3,64529527.35,312393.4233,528513.9045,9209.611685,18586.54297
"'Lawton, OK'",Lawton,OK,336,7,0,0,1,1,23253421.21,10905769.74,12136658.1,28550529.33,11514984.49,55745.10726,193479.3911,4412.710478,3858.784931
"'Norman, OK'",Norman,OK,337,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Oklahoma City, OK'",Oklahoma City,OK,338,7,0,0,1,1,388536301.8,182222108.5,202788751.5,477044516.5,192401343.7,931432.7392,3232804.601,73731.00906,64475.58889
"'Tulsa, OK'",Tulsa,OK,339,7,0,0,1,1,252122959.3,118244748.4,131590535.9,309556339.3,124850100.1,604410.9072,2097781.493,47844.38446,41838.50055
"'Albany, OR'",Albany,OR,340,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Bend, OR'",Bend,OR,341,9,0,0,1,1,17533893.7,8225849.514,9151454.069,21528095.76,8682700.269,42033.75682,451166.1907,3659.485625,2437.785424
"'Corvallis, OR'",Corvallis,OR,342,9,0,0,1,1,10094141.59,4735564.792,5268428.947,12393576.15,4998570.619,24198.5437,259733.2622,2106.740618,1403.416244
"'Eugene, OR'",Eugene,OR,343,9,0,0,1,1,55656860.62,26110855.22,29048950.12,68335433.39,27561011.08,133425.4094,1432111.67,11616.10107,7738.126277
"'Grants Pass, OR'",Grants Pass,OR,344,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Medford, OR'",Medford,OR,345,9,0,0,1,1,35222865.5,16524452.36,18383847.95,43246596.24,17442194.47,84439.2802,906322.71,7351.337484,4897.131784
"'Salem, OR'",Salem,OR,346,9,0,0,1,1,52217267.7,24497204.87,27253725.56,64112304.92,25857741.13,125179.7216,1343607.196,10898.22625,7259.910222
"'Portland, OR--WA'",Portland,OR--WA,347,9,0,0,1,1,446786494.4,209605380.9,233190992.9,548563975.5,221246534.3,1071074.981,11496303.34,93248.46961,62117.95408
"'Altoona, PA'",Altoona,PA,348,2,0,0,1,1,19717276.33,9247442.359,10291037.52,24208853.75,9763902.171,47267.95546,561651.3753,2093.302145,1800.211747
"'Bloomsburg--Berwick, PA'",Bloomsburg--Berwick,PA,349,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Chambersburg, PA'",Chambersburg,PA,350,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Erie, PA'",Erie,PA,351,2,0,0,1,1,41230881.52,19337366.58,21519632.91,50623238.41,20417337.91,98842.22539,1174471.612,4377.313137,3764.430542
"'Hanover, PA'",Hanover,PA,352,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Harrisburg, PA'",Harrisburg,PA,353,2,0,0,1,1,146994645.9,68940785.32,76720911.67,180479891,72791054.79,352388.2435,4187177.966,15605.81706,13420.7932
"'Hazleton, PA'",Hazleton,PA,354,2,0,0,1,1,13865706.14,6503044.14,7236927.644,17024301.25,6866232.233,33240.06669,394967.9861,1472.065001,1265.956142
"'Johnstown, PA'",Johnstown,PA,355,2,0,0,1,1,15191343.97,7124770.957,7928817.762,18651918.16,7522681.83,36418.00004,432729.0997,1612.802518,1386.988517
"'Lancaster, PA'",Lancaster,PA,356,2,0,0,1,1,97674038.93,45809321.22,50979008.59,119924095.2,48367723.05,234152.6306,2782268.574,10369.65105,8917.760712
"'Lebanon, PA'",Lebanon,PA,357,2,0,0,1,1,11776309.76,5523113.023,6146409.043,14458942.29,5831573.005,28231.18546,335451.0258,1250.242379,1075.191664
"'Monessen--California, PA'",Monessen--California,PA,358,2,0,0,1,1,17848028.98,8370761.581,9315421.297,21913793.56,8838259.704,42786.83447,508405.4133,1894.85184,1629.547148
"'Pittsburgh, PA'",Pittsburgh,PA,359,2,0,0,1,1,467954476,219471592.9,244239467.4,574554075.3,231728847.7,1121820.831,13329796.2,49680.80235,42724.82317
"'Pottstown, PA'",Pottstown,PA,360,2,0,0,1,1,23127841.15,10847004.13,12071113.52,28396342.09,11452797.77,55444.05559,658802.1373,2455.387786,2111.600538
"'Reading, PA'",Reading,PA,361,2,0,0,1,1,67418961.9,31619629.08,35187977.02,82776939.41,33385551.71,161622.5504,1920445.402,7157.593937,6155.434712
"'Scranton, PA'",Scranton,PA,362,2,0,0,1,1,110117758.4,51645450.74,57473758.76,135202482.5,54529794.19,263983.7882,3136730.926,11690.74957,10053.88771
"'State College, PA'",State College,PA,363,2,0,0,1,1,15293854.35,7172848.529,7982320.999,18777780.3,7573444.484,36663.74675,435649.1325,1623.685623,1396.347841
"'Uniontown--Connellsville, PA'",Uniontown--Connellsville,PA,364,2,0,0,1,1,15457300.2,7249504.963,8067628.289,18978458.97,7654382.098,37055.57325,440304.927,1641.037997,1411.27065
"'Williamsport, PA'",Williamsport,PA,365,2,0,0,1,1,25980465.5,12184890.71,13559983.68,31898791.64,12865403.88,62282.61273,740059.8304,2758.239182,2372.048673
"'York, PA'",York,PA,366,2,0,0,1,1,60515404.5,28381846.74,31584803.49,74300757.99,29966942.67,145072.7472,1723795.904,6424.671638,5525.131372
"'Allentown, PA--NJ'",Allentown,PA--NJ,367,2,0,0,1,1,192259704.2,90170188.96,100346102.4,236056288,95206098.03,460901.5455,5476564.079,20411.42216,17553.54908
"'East Stroudsburg, PA--NJ'",East Stroudsburg,PA--NJ,368,2,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Philadelphia, PA--NJ--DE--MD'",Philadelphia,PA--NJ--DE--MD,369,2,5,0,2,0.5,1403217168,658111681.4,732381099.8,1722868748,694866518.2,3363913.224,39970979.72,148973.7963,128115.4651
"'Providence, RI--MA'",Providence,RI--MA,370,1,0,0,1,1,359867109.7,168778227.6,187825431.9,441844506.6,178204494.2,862704.4748,666386.3711,45178.81143,13307.39537
"'Anderson, SC'",Anderson,SC,371,5,0,0,1,1,26062069.17,12223172.17,13602575.04,31998984.55,12905813.63,62478.24007,253269.1963,1688.149718,1764.133895
"'Charleston--North Charleston, SC'",Charleston--North Charleston,SC,372,5,0,0,1,1,166640636.1,78154853.05,86974742.6,204601219.7,82519656.42,399485.3057,1619400.966,10794.01413,11279.85627
"'Columbia, SC'",Columbia,SC,373,5,0,0,1,1,190607709.6,89395467.26,99483876.58,234027970.4,94388038.06,456941.2413,1852311.154,12346.46217,12902.18052
"'Florence, SC'",Florence,SC,374,5,0,0,1,1,30595590.69,14349404.5,15968755.8,37565238.1,15150792.09,73346.38888,297325.6119,1981.804954,2071.00665
"'Greenville, SC'",Greenville,SC,375,5,0,0,1,1,131646694.3,61742611.44,68710355.51,161635690.1,65190821.6,315594.8101,1279332.514,8527.309493,8911.126512
"'Hilton Head Island, SC'",Hilton Head Island,SC,376,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Mauldin--Simpsonville, SC'",Mauldin--Simpsonville,SC,377,5,0,0,1,1,26820999.41,12579112.25,13998683.48,32930798.4,13281632.31,64297.6131,260644.4224,1737.308818,1815.505662
"'Rock Hill, SC'",Rock Hill,SC,378,5,0,0,1,1,31408551.54,14730685.07,16393064.44,38563390.68,15553366.47,75295.28875,305225.9034,2034.463844,2126.035734
"'Spartanburg, SC'",Spartanburg,SC,379,5,0,0,1,1,72442340.6,33975629.33,37809828.82,88944639.13,35873105.12,173665.027,703989.1293,4692.394762,4903.601001
"'Sumter, SC'",Sumter,SC,380,5,0,0,1,1,19605943.64,9195234.005,10232929.62,24072159.56,9708770.745,47001.05911,190529.0618,1269.959343,1327.120632
"'Myrtle Beach--Socastee, SC--NC'",Myrtle Beach--Socastee,SC--NC,381,5,0,0,1,1,76405085.63,35834166.13,39878104.23,93810093.84,37835437.75,183164.8612,742498.7827,4949.078407,5171.838062
"'Rapid City, SD'",Rapid City,SD,382,4,0,0,1,1,21430628.67,10050684.62,11185288.88,26312506.55,10612346.31,51375.35219,340851.1549,1780.455674,3352.171221
"'Sioux Falls, SD'",Sioux Falls,SD,383,4,0,0,1,1,37638918.07,17652160.41,19644882.02,46213029.64,18638614.83,90231.26207,598641.7333,3127.039633,5887.466014
"'Cleveland, TN'",Cleveland,TN,384,6,0,0,1,1,27725176.49,13002712.9,14470602.62,34040946.71,13729376.74,66465.18542,30044.8587,1178.31627,2911.516155
"'Jackson, TN'",Jackson,TN,385,6,0,0,1,1,33753809.42,15830055.89,17617127.28,41442896.8,16714727.36,80917.54449,36577.88924,1434.532359,3544.603637
"'Johnson City, TN'",Johnson City,TN,386,6,0,0,1,1,44425586.79,20834967.48,23187048.52,54545695.44,21999341.22,106500.85,48142.54216,1888.081461,4665.283689
"'Knoxville, TN'",Knoxville,TN,387,6,0,0,1,1,233431217.9,109475916.6,121834766.1,286606639.1,115594039.1,559601.4579,252961.7066,9920.795354,24513.41517
"'Morristown, TN'",Morristown,TN,388,6,0,0,1,1,22174949.52,10399735.5,11573772.41,27226383.05,10980930.5,53159.70243,24030.26093,942.4323712,2328.667729
"'Murfreesboro, TN'",Murfreesboro,TN,389,6,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Chattanooga, TN--GA'",Chattanooga,TN--GA,390,6,5,0,2,0.5,166348707.7,78015174.74,86822388.57,204242793.5,82375096.16,398785.4761,180266.6043,7069.797697,17468.85002
"'Clarksville, TN--KY'",Clarksville,TN--KY,391,6,0,0,1,1,47089655.88,22084377.94,24577506.23,57816637.07,23318575.68,112887.3863,51029.50591,2001.304039,4945.046748
"'Memphis, TN--MS--AR'",Memphis,TN--MS--AR,392,6,7,0,2,0.666666,380693575.2,178539864.8,198695414.9,467415228.7,188517664.4,912631.4877,412545.0629,16179.42572,39977.94188
"'Bristol--Bristol, TN--VA'",Bristol--Bristol,TN--VA,393,6,5,0,2,0.5,31824883.38,14925417.04,16610362.82,39074563.14,15759532.27,76293.35653,34487.57575,1352.553262,3342.040478
"'Kingsport, TN--VA'",Kingsport,TN--VA,394,6,5,0,2,0.5,48501095.27,22746322.91,25314178.85,59549601.08,24017513.81,116271.0106,52559.03619,2061.290023,5093.266853
"'Abilene, TX'",Abilene,TX,395,7,0,0,1,1,30406845.99,14260699.87,15870245.09,37333497.74,15057326.69,72893.91422,190206.1904,4029.744564,5718.202688
"'Amarillo, TX'",Amarillo,TX,396,7,0,0,1,1,51279097.99,24049709.94,26764099.55,62960429.69,25393167.42,122930.6772,320769.9305,6795.892821,9643.363736
"'Austin, TX'",Austin,TX,397,7,0,0,1,1,353948322.7,166000472.5,184736247.6,434577427.4,175273539.7,848515.4521,2214079.095,46907.90126,66562.25545
"'Beaumont, TX'",Beaumont,TX,398,7,0,0,1,1,90486696.19,42437930.5,47227721.23,111099483,44808585.09,216922.5138,566028.1164,11991.97944,17016.6044
"'Brownsville, TX'",Brownsville,TX,399,7,0,0,1,1,38059595.64,17849811.55,19864444.7,46729536.77,18846932.21,91239.74582,238077.0006,5043.944665,7157.351411
"'College Station--Bryan, TX'",College Station--Bryan,TX,400,7,0,0,1,1,40694723.93,19085677.1,21239797.21,49964944.88,20151835.31,97556.90268,254560.7134,5393.171741,7652.904212
"'Conroe--The Woodlands, TX'",Conroe--The Woodlands,TX,401,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Corpus Christi, TX'",Corpus Christi,TX,402,7,0,0,1,1,96159954.98,45098668.18,50188765.18,118065104.9,47617956.08,230522.9392,601516.4713,12743.84249,18083.49716
"'Dallas--Fort Worth--Arlington, TX'",Dallas--Fort Worth--Arlington,TX,403,7,0,0,1,1,1529571374,717363396.1,798329185.5,1878006337,757436528.9,3666820.445,9568040.832,202710.3348,287645.7212
"'Denton--Lewisville, TX'",Denton--Lewisville,TX,404,7,0,0,1,1,105761999.7,49601992.16,55200360.4,129854486.7,52372843.35,253541.7892,661580.8514,14016.37788,19889.22335
"'Harlingen, TX'",Harlingen,TX,405,7,0,0,1,1,36920208.36,17315443.07,19269764.3,45330598.11,18282713.01,88508.30835,230949.7072,4892.94447,6943.082315
"'Houston, TX'",Houston,TX,406,7,0,0,1,1,1314349541,616425141.3,685998454.5,1613757167,650859692.5,3150872.101,8221747.798,174187.5143,247171.8731
"'Killeen, TX'",Killeen,TX,407,7,0,0,1,1,39837846.11,18683804.53,20792566.97,48912871.08,19727513.46,95502.72126,249200.6222,5279.61183,7491.762835
"'Lake Jackson--Angleton, TX'",Lake Jackson--Angleton,TX,408,7,0,0,1,1,19273941.54,9039408.286,10059648.28,23664527.82,9544364.924,46205.15529,120565.7106,2554.3281,3624.5885
"'Laredo, TX'",Laredo,TX,409,7,0,0,1,1,38558760.99,18083918.28,20124974.07,47342411.53,19094116.54,92436.38807,241199.4666,5110.097823,7251.222662
"'Longview, TX'",Longview,TX,410,7,0,0,1,1,26061631.89,12222810.31,13602347.5,31998447.84,12905597.17,62477.19215,163025.2516,3453.884019,4901.057268
"'Lubbock, TX'",Lubbock,TX,411,7,0,0,1,1,56973076.7,26720165.18,29735957.85,69951491.55,28212798.81,136580.7742,356387.8962,7550.501824,10714.153
"'McAllen, TX'",McAllen,TX,412,7,0,0,1,1,156620939.2,73454649.26,81745166.58,192299046.1,77557950.22,375465.2261,979722.5329,20756.58812,29453.57357
"'McKinney, TX'",McKinney,TX,413,7,0,0,1,1,30565833.37,14335264.38,15953225.37,37528702.31,15136056.49,73275.05249,191200.7159,4050.814771,5748.101286
"'Midland, TX'",Midland,TX,414,7,0,0,1,1,29723243.8,13940092.94,15513452.6,36494171.6,14718810.11,71255.12408,185930.0031,3939.148446,5589.646906
"'Odessa, TX'",Odessa,TX,415,7,0,0,1,1,32787369.38,15377156.66,17112711.66,40256302.19,16236150.64,78600.71025,205097.2542,4345.229478,6165.875401
"'Port Arthur, TX'",Port Arthur,TX,416,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'San Angelo, TX'",San Angelo,TX,417,7,0,0,1,1,21660379.97,10158639.21,11305202.09,26594594.74,10726117.98,51926.13136,135493.7752,2870.596919,4073.373574
"'San Antonio, TX'",San Antonio,TX,418,7,0,0,1,1,465338542.7,218242079.4,242874145,571342237.8,230433451.1,1115549.696,2910866.568,61670.17334,87509.90176
"'San Marcos, TX'",San Marcos,TX,419,7,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Sherman, TX'",Sherman,TX,420,7,0,0,1,1,18382122.15,8621148.245,9594180.989,22569552.79,9102740.17,44067.20892,114987.0468,2436.137468,3456.876136
"'Temple, TX'",Temple,TX,421,7,0,0,1,1,96291571.26,45160395.74,50257459.67,118226703.3,47683131.84,230838.4611,602339.7803,12761.28527,18108.24844
"'Texas City, TX'",Texas City,TX,422,7,0,0,1,1,36565573.78,17149120.74,19084669.87,44895178.09,18107099.64,87658.14774,228731.3353,4845.94562,6876.391005
"'Tyler, TX'",Tyler,TX,423,7,0,0,1,1,32978284.25,15466695.04,17212355.86,40490707.29,16330690.79,79058.38785,206291.4981,4370.530957,6201.778169
"'Victoria, TX'",Victoria,TX,424,7,0,0,1,1,16850740.26,7902935.727,8794906.844,20689323.51,8344407.085,40396.04817,105407.6806,2233.187191,3168.889936
"'Waco, TX'",Waco,TX,425,7,0,0,1,1,60502716.9,28375553.57,31578182.96,74285180.56,29960659.99,145042.3321,378467.1153,8018.276365,11377.92451
"'Wichita, KS'",Wichita Falls,TX,426,7,0,0,1,1,149657698.5,70187503.72,78110848.6,183749587.2,74109786.97,358772.3482,770598.1019,13111.74873,23394.31019
"'Texarkana--Texarkana, TX--AR'",Texarkana--Texarkana,TX--AR,427,7,0,0,1,1,26558430.74,12455807.15,13861641.72,32608417.01,13151609.61,63668.16119,166132.9141,3519.723549,4994.483481
"'El Paso de Robles (Paso Robles)--Atascadero, CA'",El Paso,TX--NM,428,7,8,0,2,0.5,0,0,0,0,0,0,0,0,0
"'Logan, UT'",Logan,UT,429,8,0,0,1,1,21200148.1,9942731.493,11064993.54,26029522.54,10498213.35,50822.82396,173520.5052,8074.91672,3364.965791
"'Ogden--Layton, UT'",Ogden--Layton,UT,430,8,0,0,1,1,127365510,59733595.34,66475882.08,156379257.3,63070799.89,305331.5885,1042470.437,48512.20292,20215.92407
"'Provo--Orem, UT'",Provo--Orem,UT,431,8,0,0,1,1,115260008.6,54056193.94,60157657.57,141516133.6,57076212.65,276311.236,943388.4528,43901.34286,18294.49417
"'Salt Lake City--West Valley City, UT'",Salt Lake City--West Valley City,UT,432,8,0,0,1,1,255832437,119983748.1,133526626.7,314110833.3,126687016.2,613303.5886,2093955.83,97443.92413,40606.66909
"'St. George, UT'",St. George,UT,433,8,0,0,1,1,29396059.52,13786560.62,15342685.68,36092455.14,14556790.04,70470.7699,240602.9937,11196.65445,4665.851117
"'Blacksburg, VA'",Blacksburg,VA,434,5,0,0,1,1,18619920.51,8732771.337,9718294.664,22861521.29,9220496.752,44637.27945,304917.1317,2450.356337,594.8979515
"'Charlottesville, VA'",Charlottesville,VA,435,5,0,0,1,1,29723410.23,13940325.08,15513538.78,36494375.75,14718892.45,71255.5227,486746.2772,3911.560555,949.6493739
"'Fredericksburg, VA'",Fredericksburg,VA,436,5,0,0,1,1,84385197.28,39576787.22,44043163.99,103608067.7,41787151.4,202295.4733,1381879.815,11104.97775,2696.068491
"'Harrisonburg, VA'",Harrisonburg,VA,437,5,0,0,1,1,19853545.7,9311343.446,10362160.63,24376165.16,9831382.122,47594.63215,325118.7998,2612.699742,634.3117125
"'Lynchburg, VA'",Lynchburg,VA,438,5,0,0,1,1,43459669.55,20382651.81,22682904.28,53359742.32,21521023.23,104185.2683,711689.278,5719.23369,1388.516582
"'Richmond, VA'",Richmond,VA,439,5,0,0,1,1,384815603.8,180479109.6,200846798.8,472476244.6,190558870.7,922513.1566,6301684.805,50641.21262,12294.68269
"'Roanoke, VA'",Roanoke,VA,440,5,0,0,1,1,74348415.78,34869521.27,38804666.86,91284916.56,36816984.58,178234.435,1217518.929,9784.150887,2375.397909
"'Staunton--Waynesboro, VA'",Staunton--Waynesboro,VA,441,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Virginia Beach, VA'",Virginia Beach,VA,442,5,0,0,1,1,530690311.6,248894571.8,276983181.6,651581076.8,262795337.5,1272216.588,8690507.972,69838.12672,16955.31294
"'Williamsburg, VA'",Williamsburg,VA,443,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Winchester, VA'",Winchester,VA,444,5,0,0,1,1,27183986.07,12749331.25,14188137.2,33376473.11,13461381.6,65167.79608,445161.0337,3577.375773,868.5159326
"'Burlington, VT'",Burlington,VT,445,1,0,0,1,1,45144162.34,21172719.07,23562091.4,55427960.99,22355176.1,108223.4797,349876.6927,1495.038864,3493.545852
"'Bellingham, WA'",Bellingham,WA,446,9,0,0,1,1,24625629.38,11552865.83,12852839.19,30235321.17,12194493.84,59034.67505,241101.7763,2309.947473,1792.534956
"'Bremerton, WA'",Bremerton,WA,447,9,0,0,1,1,49546088.19,23244047.92,25859558.53,60832633.6,24534985.82,118776.1406,485090.1348,4647.550707,3606.530971
"'Kennewick--Pasco, WA'",Kennewick--Pasco,WA,448,9,0,0,1,1,49699105.8,23315834.6,25939422.92,61020508.46,24610759.41,119142.9675,486588.2821,4661.904153,3617.669343
"'Marysville, WA'",Marysville,WA,449,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Mount Vernon, WA'",Mount Vernon,WA,450,9,0,0,1,1,20069720.55,9415507.125,10474976.58,24641581.23,9938429.594,48112.85888,196496.3089,1882.591489,1460.903805
"'Olympia--Lacey, WA'",Olympia--Lacey,WA,451,9,0,0,1,1,58285794.95,27344193.27,30421068.16,71563236.13,28862846.79,139727.7167,570657.8494,5467.357715,4242.706788
"'Seattle, WA'",Seattle,WA,452,9,0,0,1,1,997746357,468082647.6,520753126.2,1225031900,494079222.2,2391883.312,9768620.137,93591.17855,72627.39137
"'Spokane, WA'",Spokane,WA,453,9,0,0,1,1,105636716.8,49558401,55134904.89,129700646.8,52310796.71,253241.4157,1034255.802,9908.996159,7689.448442
"'Wenatchee, WA'",Wenatchee,WA,454,9,0,0,1,1,12776889.72,5994149.041,6668633.986,15687451.41,6327054.659,30629.85808,125094.5006,1198.50517,930.0481668
"'Yakima, WA'",Yakima,WA,455,9,0,0,1,1,32463856.96,15230091.31,16943840.37,39859088.54,16075946.64,77825.14782,317843.3924,3045.193412,2363.090808
"'Longview, WA--OR'",Longview,WA--OR,456,9,0,0,1,1,19690979.86,9237824.746,10277300.69,24176563.82,9750879.015,47204.90915,192788.1781,1847.064636,1433.334726
"'Walla Walla, WA--OR'",Walla Walla,WA--OR,457,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Appleton, WI'",Appleton,WI,458,3,0,0,1,1,57274325.99,26861794.55,29893187.38,70321364.75,28361975.88,137302.9542,1206445.569,7048.303531,5361.001596
"'Eau Claire, WI'",Eau Claire,WI,459,3,0,0,1,1,33515675.48,15718931.18,17492835.57,41150515.51,16596804.29,80346.66799,705985.4037,4124.512157,3137.140187
"'Fond du Lac, WI'",Fond du Lac,WI,460,3,0,0,1,1,14044069.54,6586701.877,7330020.825,17243295.66,6954556.943,33667.6548,295828.9803,1728.293842,1314.555482
"'Green Bay, WI'",Green Bay,WI,461,3,0,0,1,1,57351948.77,26898199.81,29933701.03,70416669.93,28400414.31,137489.0382,1208080.641,7057.855959,5368.267257
"'Janesville, WI'",Janesville,WI,462,3,0,0,1,1,21083813.06,9888358.266,11004273.97,25886686.28,10440604.71,50543.93516,444116.4937,2594.620041,1973.490801
"'Madison, WI'",Madison,WI,463,3,0,0,1,1,99880081.12,46843994.62,52130407.98,122632671.7,49460144.71,239441.1451,2103907.452,12291.46073,9348.993028
"'Milwaukee, WI'",Milwaukee,WI,464,3,0,0,1,1,392608488.1,184134310.8,204914137.3,482044340.4,194417870.1,941194.9302,8270036.573,48315.25723,36749.00918
"'Oshkosh, WI'",Oshkosh,WI,465,3,0,0,1,1,20129419.52,9440745.431,10506147.37,24714882.76,9967993.528,48255.98063,424012.8287,2477.170289,1884.157488
"'Racine, WI'",Racine,WI,466,3,0,0,1,1,21941019.15,10290389.95,11451675.52,26939163.12,10865089.12,52598.90352,462172.9696,2700.109693,2053.727157
"'Sheboygan, WI'",Sheboygan,WI,467,3,0,0,1,1,13092930.44,6140615.388,6833592.822,16075487.95,6483557.351,31387.50212,275793.8681,1611.244589,1225.526792
"'Wausau, WI'",Wausau,WI,468,3,0,0,1,1,26110773.19,12246014.47,13627995.13,32058783.3,12929931.63,62594.99754,550006.064,3213.248723,2444.025212
"'West Bend, WI'",West Bend,WI,469,3,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Beloit, WI--IL'",Beloit,WI--IL,470,3,0,0,1,1,16432032.95,7706662.376,8576370.504,20175234.94,8137065.155,39392.28666,346129.8408,2022.161831,1538.074056
"'Kenosha, WI--IL'",Kenosha,WI--IL,471,3,0,0,1,1,28512476.63,13372419.07,14881516.14,35007592.57,14119243.84,68352.56818,600596.3489,3508.807589,2668.829883
"'La Crosse, WI--MN'",La Crosse,WI--MN,472,3,4,0,2,0.5,28519357.95,13375646.43,14885107.71,35016041.45,14122651.44,68369.06468,600741.2994,3509.65442,2669.473989
"'Beckley, WV'",Beckley,WV,473,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Charleston, WV'",Charleston,WV,474,5,0,0,1,1,98499543.04,46197507.95,51409859.43,120937647.2,48776508.31,236131.5979,982921.8424,10634.34676,8155.375176
"'Morgantown, WV'",Morgantown,WV,475,5,0,0,1,1,19849495.81,9309659.845,10360045.93,24371192.47,9829376.538,47584.92294,198077.0915,2143.019297,1643.460268
"'Huntington, WV--KY--OH'",Huntington,WV--KY--OH,476,5,6,3,3,0.333333,72676833.74,34086336.86,37932214.62,89232548.75,35989224.67,174227.1726,725238.3627,7846.438953,6017.356299
"'Parkersburg, WV--OH'",Parkersburg,WV--OH,477,5,3,0,2,0.5,23008961.78,10791488.59,12009065.77,28250381.83,11393929.15,55159.06717,229605.2388,2484.126023,1905.051637
"'Wheeling, WV--OH'",Wheeling,WV--OH,478,5,3,0,2,0.5,36717591.32,17221005.95,19164009.8,45081824.41,18182377.73,88022.57597,366402.9435,3964.156443,3040.072304
"'Weirton--Steubenville, WV--OH--PA'",Weirton--Steubenville,WV--OH--PA,479,5,3,2,3,0.333333333,25918983.84,12156325.05,13527893.38,31823304.21,12834958.33,62135.22299,258644.1984,2798.301934,2145.990031
"'Casper, WY'",Casper,WY,480,8,0,0,1,1,14596173.22,6845510.254,7618180.855,17921168.2,7227956.142,34991.20566,357871.1319,921.6135464,2574.591319
"'Cheyenne, WY'",Cheyenne,WY,481,8,0,0,1,1,24077249.58,11292073.37,12566639.15,29562025.13,11922940.44,57720.05985,590329.5632,1520.255963,4246.940402
